Unnamed: 0,business_id,user_id,predicts,stars_x,categories,address,hours,state,city,name,avg_score
5468295,Qw7tz-UkPrpXaVidWuab4Q,-KduD3wwydWDq2GrODh2tw,True,4.114190363209322,"['Art Museums', ' Jazz & Blues', ' Arts & Crafts', ' American (New)', ' Shopping', ' Museums', ' Nightlife', ' Art Galleries', ' Restaurants', ' Arts & Entertainment']",2600 Benjamin Franklin Pkwy,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",PA,Philadelphia,Philadelphia Museum of Art,4.5
5470523,atZ_olNKXOG4rEr6mccN8g,-KduD3wwydWDq2GrODh2tw,True,4.05592099378315,"['Food', ' Donuts', ' Food Stands', ' Restaurants', ' Specialty Food', ' Bakeries', ' Breakfast & Brunch']",51 N 12th St,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}",PA,Philadelphia,Beiler's Bakery,4.5
5467266,LmKpHMXSsm36viJOGVodFw,-KduD3wwydWDq2GrODh2tw,True,4.028906707277441,"['Botanical Gardens', ' Tours', ' Hotels & Travel', ' Antiques', ' Shopping', ' Parks', ' Farmers Market', ' Museums', ' Active Life', ' Festivals', ' Home & Garden', ' Arts & Entertainment', ' Nurseries & Gardening', ' Food']",4344 Shaw Blvd,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '9:0-17:0'}",MO,Saint Louis,Missouri Botanical Garden,4.5
5470955,ctHjyadbDQAtUFfkcAFEHw,-KduD3wwydWDq2GrODh2tw,True,4.015276923293303,"['Nightlife', ' Bars', ' Food', ' Ethnic Food', ' Middle Eastern', ' Vegetarian', ' Specialty Food', ' Israeli', ' Restaurants']",237 St James Pl,"{'Monday': '0:0-0:0', 'Tuesday': '16:45-21:30', 'Wednesday': '16:45-21:30', 'Thursday': '16:45-21:30', 'Friday': '16:45-21:30', 'Saturday': '16:45-21:30'}",PA,Philadelphia,Zahav,4.5
5469559,X8hwEPRoRcLjbKVlVt1b1g,-KduD3wwydWDq2GrODh2tw,True,4.009191129484755,"['Hotels & Travel', ' Education', ' Zoos', ' Event Planning & Services', ' Party & Event Planning', ' Arts & Entertainment', ' Active Life', ' Tours', ' Venues & Event Spaces', ' Preschools']",1 Government Dr,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-15:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-16:0'}",MO,St Louis,Saint Louis Zoo,4.5
5470194,_C7QiQQc47AOEv4PE3Kong,-KduD3wwydWDq2GrODh2tw,True,3.979768904715359,"['French', ' Restaurants', ' Cocktail Bars', ' Nightlife', ' American (New)', ' Cajun/Creole', ' Breakfast & Brunch', ' American (Traditional)', ' Bars']",1403 Washington Ave,"{'Monday': '0:0-0:0', 'Tuesday': '18:0-21:30', 'Wednesday': '18:0-21:30', 'Thursday': '18:0-21:30', 'Friday': '18:0-21:30', 'Saturday': '18:0-21:30', 'Sunday': '18:0-21:30'}",LA,New Orleans,Commander's Palace,4.5
5471092,d_UJWp4IlGS4sgnjE60eBw,-KduD3wwydWDq2GrODh2tw,True,3.971440202880783,"['Active Life', ' Botanical Gardens', ' Performing Arts', ' Parks', ' Music Venues', ' Arts & Entertainment', ' Nightlife']",1001 Longwood Rd,"{'Monday': '0:0-0:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",PA,Kennett Square,Longwood Gardens,4.5
5464241,6byjkJsPtms6I0h5tkxQ5A,-KduD3wwydWDq2GrODh2tw,True,3.943028524405279,"['Parks', ' Active Life']",2525 Philippe Pkwy,"{'Monday': '7:0-20:30', 'Tuesday': '7:0-20:30', 'Wednesday': '7:0-20:30', 'Thursday': '7:0-20:30', 'Friday': '7:0-20:30', 'Saturday': '7:0-20:30', 'Sunday': '7:0-20:30'}",FL,Safety Harbor,Philippe Park,5.0
2763187,1YflE3DkiCZGgLnf3paLnA,-THLGnsYKu3yQAsy_tt1fw,True,4.756283369933097,"['Zoos', ' Arts & Entertainment', ' Performing Arts', ' Active Life', ' Parks', ' Skating Rinks', ' Tennis', ' Museums', ' Public Services & Government', ' Golf', ' Landmarks & Historical Buildings']",5595 Grand Dr,"{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-22:0'}",MO,Saint Louis,Forest Park,5.0
2765714,7Iv-6B0EH-yVo5o_VnykWw,-THLGnsYKu3yQAsy_tt1fw,True,4.7074798155572,"['Hotels & Travel', ' Arts & Entertainment', ' Tours', ' Public Services & Government', ' Landmarks & Historical Buildings', ' Museums']",945 Magazine St,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",LA,New Orleans,The National WWII Museum,4.5
2774285,Qw7tz-UkPrpXaVidWuab4Q,-THLGnsYKu3yQAsy_tt1fw,True,4.703749879706549,"['Art Museums', ' Jazz & Blues', ' Arts & Crafts', ' American (New)', ' Shopping', ' Museums', ' Nightlife', ' Art Galleries', ' Restaurants', ' Arts & Entertainment']",2600 Benjamin Franklin Pkwy,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",PA,Philadelphia,Philadelphia Museum of Art,4.5
2789681,ytynqOUb3hjKeJfRj5Tshw,-THLGnsYKu3yQAsy_tt1fw,True,4.693424526917902,"['Candy Stores', ' Shopping', ' Department Stores', ' Fast Food', ' Beer', ' Wine & Spirits', ' Fruits & Veggies', ' Chinese', ' Food', ' Ice Cream & Frozen Yogurt', ' Desserts', ' Seafood', ' Health Markets', ' Bagels', ' Cheese Shops', ' Shopping Centers', ' Chocolatiers & Shops', ' Meat Shops', ' Public Markets', ' Food Court', ' Wineries', ' Local Flavor', ' Ethnic Food', ' Restaurants', ' Specialty Food', ' Arts & Entertainment', ' Juice Bars & Smoothies', ' Seafood Markets', ' Farmers Market', ' Coffee & Tea', ' Bakeries', ' Food Stands', ' Dinner Theater', ' Sporting Goods', ' Grocery', ' Fashion']",51 N 12th St,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",PA,Philadelphia,Reading Terminal Market,4.5
2763538,2KIDQyTh-HzLxOUEDqtDBg,-THLGnsYKu3yQAsy_tt1fw,True,4.662851026904113,"['Specialty Food', ' Delis', ' Coffee Roasteries', ' Butcher', ' Meat Shops', ' Food', ' Restaurants', ' Grocery', ' Italian']",2909 22nd Ave N,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-14:30'}",FL,Saint Petersburg,Mazzaro's Italian Market,4.5
2779060,atZ_olNKXOG4rEr6mccN8g,-THLGnsYKu3yQAsy_tt1fw,True,4.649556996583251,"['Food', ' Donuts', ' Food Stands', ' Restaurants', ' Specialty Food', ' Bakeries', ' Breakfast & Brunch']",51 N 12th St,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}",PA,Philadelphia,Beiler's Bakery,4.5
2772059,LmKpHMXSsm36viJOGVodFw,-THLGnsYKu3yQAsy_tt1fw,True,4.621125663612315,"['Botanical Gardens', ' Tours', ' Hotels & Travel', ' Antiques', ' Shopping', ' Parks', ' Farmers Market', ' Museums', ' Active Life', ' Festivals', ' Home & Garden', ' Arts & Entertainment', ' Nurseries & Gardening', ' Food']",4344 Shaw Blvd,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '9:0-17:0'}",MO,Saint Louis,Missouri Botanical Garden,4.5
2779983,ctHjyadbDQAtUFfkcAFEHw,-THLGnsYKu3yQAsy_tt1fw,True,4.602778435738141,"['Nightlife', ' Bars', ' Food', ' Ethnic Food', ' Middle Eastern', ' Vegetarian', ' Specialty Food', ' Israeli', ' Restaurants']",237 St James Pl,"{'Monday': '0:0-0:0', 'Tuesday': '16:45-21:30', 'Wednesday': '16:45-21:30', 'Thursday': '16:45-21:30', 'Friday': '16:45-21:30', 'Saturday': '16:45-21:30'}",PA,Philadelphia,Zahav,4.5
2776973,X8hwEPRoRcLjbKVlVt1b1g,-THLGnsYKu3yQAsy_tt1fw,True,4.596062794073497,"['Hotels & Travel', ' Education', ' Zoos', ' Event Planning & Services', ' Party & Event Planning', ' Arts & Entertainment', ' Active Life', ' Tours', ' Venues & Event Spaces', ' Preschools']",1 Government Dr,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-15:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-16:0'}",MO,St Louis,Saint Louis Zoo,4.5
2782021,hUmHwBQtGg0iH-PZakQJDw,-THLGnsYKu3yQAsy_tt1fw,True,4.594619601004736,"['Restaurants', ' Tapas/Small Plates', ' Italian', ' Szechuan', ' Cocktail Bars', ' Pizza', ' Chinese', ' Bars', ' Nightlife']",1355 N Front St,"{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:0'}",PA,Philadelphia,Wm Mulherin's Sons,4.5
12041703,_C7QiQQc47AOEv4PE3Kong,-TLXQfY2lZ6DVWQj4BosxQ,True,4.825640749067962,"['French', ' Restaurants', ' Cocktail Bars', ' Nightlife', ' American (New)', ' Cajun/Creole', ' Breakfast & Brunch', ' American (Traditional)', ' Bars']",1403 Washington Ave,"{'Monday': '0:0-0:0', 'Tuesday': '18:0-21:30', 'Wednesday': '18:0-21:30', 'Thursday': '18:0-21:30', 'Friday': '18:0-21:30', 'Saturday': '18:0-21:30', 'Sunday': '18:0-21:30'}",LA,New Orleans,Commander's Palace,4.5
12042130,dclL14pr7OojCOKJ_ZbMbQ,-TLXQfY2lZ6DVWQj4BosxQ,True,4.8190505047059,"['Bakeries', ' Ice Cream & Frozen Yogurt', ' Food', ' Desserts', ' Gelato', ' Restaurants', ' Coffee & Tea', ' Patisserie/Cake Shop']",214 N Carrollton Ave,"{'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-21:0'}",LA,New Orleans,Angelo Brocato,4.5
12043708,uiLHEHh1VZ6u8Wx1kXcROg,-TLXQfY2lZ6DVWQj4BosxQ,True,4.785472251607854,"['Nightlife', ' Event Planning & Services', ' Tours', ' Venues & Event Spaces', ' Music Venues', ' Hotels & Travel', ' Performing Arts', ' Arts & Entertainment']",527 N Grand Blvd,"{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-14:0'}",MO,Saint Louis,The Fox Theatre,4.5
12040272,K7KHmHzxNwzqiijSJeKe_A,-TLXQfY2lZ6DVWQj4BosxQ,True,4.7505644776427145,"['Sandwiches', ' Cafes', ' Coffee & Tea', ' Restaurants', ' Food', ' Breakfast & Brunch', ' Mediterranean', ' American (New)']",816 N 4th St,"{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '9:0-16:0', 'Sunday': '8:0-16:0'}",PA,Philadelphia,Cafe La Maude,4.5
12038526,1cncsHKApeW1ubd5d9HoJw,-TLXQfY2lZ6DVWQj4BosxQ,True,4.702531854899883,"['Lounges', ' Nightlife', ' Bars', ' Cocktail Bars']",1029 Race St,N/A,PA,Philadelphia,Hop Sing Laundromat,4.0
12040065,I3Uy20BKx7G-Fzz6hLIeWg,-TLXQfY2lZ6DVWQj4BosxQ,True,4.684990629107905,"['Cajun/Creole', ' American (New)', ' Restaurants', ' French']",301 Tchoupitoulas St,"{'Tuesday': '17:0-20:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",LA,New Orleans,Restaurant August,4.5
12038980,6_T2xzR74JqGCTPefAD8Tw,-TLXQfY2lZ6DVWQj4BosxQ,True,4.668946774816457,"['Japanese', ' American (Traditional)', ' American (New)', ' Restaurants', ' Sushi Bars', ' Asian Fusion']",723 Chestnut St,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '16:0-21:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:0'}",PA,Philadelphia,Morimoto,4.5
